condition,episode_id,family,heads,layers,modulus,parameters,seed,split,target,target_margin,target_rank,top1,variant,width
none,e472268e4c6bf4d8,affine,4,2,11,9;5,11,seen_parameter,3,-0.3858790397644043,6,0,sa_only,64
shuffled,e472268e4c6bf4d8,affine,4,2,11,9;5,11,seen_parameter,3,-0.3895425796508789,6,0,sa_only,64
wrong_rule,e472268e4c6bf4d8,affine,4,2,11,9;5,11,seen_parameter,3,-0.3876638412475586,6,0,sa_only,64
correct,0840ad2ac4be8951,affine,4,2,11,9;5,11,seen_parameter,8,-0.6799607276916504,4,0,sa_only,64
none,0840ad2ac4be8951,affine,4,2,11,9;5,11,seen_parameter,8,-0.6670708656311035,4,0,sa_only,64
shuffled,0840ad2ac4be8951,affine,4,2,11,9;5,11,seen_parameter,8,-0.6799697875976562,4,0,sa_only,64
wrong_rule,0840ad2ac4be8951,affine,4,2,11,9;5,11,seen_parameter,8,-0.6799373626708984,4,0,sa_only,64
correct,373c7e1dd098f43c,affine,4,2,11,9;5,11,seen_parameter,2,-1.1051836013793945,11,0,sa_only,64
none,373c7e1dd098f43c,affine,4,2,11,9;5,11,seen_parameter,2,-1.1047749519348145,11,0,sa_only,64
shuffled,373c7e1dd098f43c,affine,4,2,11,9;5,11,seen_parameter,2,-1.105191707611084,11,0,sa_only,64
wrong_rule,373c7e1dd098f43c,affine,4,2,11,9;5,11,seen_parameter,2,-1.1051859855651855,11,0,sa_only,64
correct,74d58bb1c1fc2a4a,affine,4,2,11,9;5,11,seen_parameter,4,-0.3751096725463867,3,0,sa_only,64
none,74d58bb1c1fc2a4a,affine,4,2,11,9;5,11,seen_parameter,4,-0.3602476119995117,3,0,sa_only,64
shuffled,74d58bb1c1fc2a4a,affine,4,2,11,9;5,11,seen_parameter,4,-0.3751049041748047,3,0,sa_only,64
wrong_rule,74d58bb1c1fc2a4a,affine,4,2,11,9;5,11,seen_parameter,4,-0.37517356872558594,3,0,sa_only,64
correct,fca12f5c29b05d0e,add_n,4,2,5,0,11,unseen_parameter,2,-0.4734382629394531,3,0,sa_only,64
none,fca12f5c29b05d0e,add_n,4,2,5,0,11,unseen_parameter,2,-0.4393291473388672,3,0,sa_only,64
shuffled,fca12f5c29b05d0e,add_n,4,2,5,0,11,unseen_parameter,2,-0.4533095359802246,3,0,sa_only,64
wrong_rule,fca12f5c29b05d0e,add_n,4,2,5,0,11,unseen_parameter,2,-0.6346726417541504,4,0,sa_only,64
correct,7a30907d176cac08,add_n,4,2,5,0,11,unseen_parameter,4,0.9184904098510742,1,1,sa_only,64
none,7a30907d176cac08,add_n,4,2,5,0,11,unseen_parameter,4,0.9188385009765625,1,1,sa_only,64
shuffled,7a30907d176cac08,add_n,4,2,5,0,11,unseen_parameter,4,0.9186115264892578,1,1,sa_only,64
wrong_rule,7a30907d176cac08,add_n,4,2,5,0,11,unseen_parameter,4,0.9186420440673828,1,1,sa_only,64
correct,57f0310deeb56787,add_n,4,2,5,0,11,unseen_parameter,0,0.06731796264648438,1,1,sa_only,64
none,57f0310deeb56787,add_n,4,2,5,0,11,unseen_parameter,0,0.06569862365722656,1,1,sa_only,64
shuffled,57f0310deeb56787,add_n,4,2,5,0,11,unseen_parameter,0,0.07395553588867188,1,1,sa_only,64
wrong_rule,57f0310deeb56787,add_n,4,2,5,0,11,unseen_parameter,0,0.06710529327392578,1,1,sa_only,64
correct,d9caa737a903b7cc,add_n,4,2,5,0,11,unseen_parameter,4,0.9186296463012695,1,1,sa_only,64
none,d9caa737a903b7cc,add_n,4,2,5,0,11,unseen_parameter,4,0.9188385009765625,1,1,sa_only,64
shuffled,d9caa737a903b7cc,add_n,4,2,5,0,11,unseen_parameter,4,0.9185905456542969,1,1,sa_only,64
wrong_rule,d9caa737a903b7cc,add_n,4,2,5,0,11,unseen_parameter,4,0.9201126098632812,1,1,sa_only,64
correct,db1df490b233c243,multiply_a,4,2,5,0,11,unseen_parameter,0,-0.6167058944702148,4,0,sa_only,64
none,db1df490b233c243,multiply_a,4,2,5,0,11,unseen_parameter,0,-0.6273941993713379,4,0,sa_only,64
shuffled,db1df490b233c243,multiply_a,4,2,5,0,11,unseen_parameter,0,-0.6167058944702148,4,0,sa_only,64
wrong_rule,db1df490b233c243,multiply_a,4,2,5,0,11,unseen_parameter,0,-0.6159706115722656,4,0,sa_only,64
correct,53b887bf9f3a7223,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.428703784942627,5,0,sa_only,64
none,53b887bf9f3a7223,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4068632125854492,5,0,sa_only,64
shuffled,53b887bf9f3a7223,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.428703784942627,5,0,sa_only,64
wrong_rule,53b887bf9f3a7223,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.425440788269043,5,0,sa_only,64
correct,60f142450a612caf,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4624042510986328,4,0,sa_only,64
none,60f142450a612caf,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4625911712646484,4,0,sa_only,64
shuffled,60f142450a612caf,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4624042510986328,4,0,sa_only,64
wrong_rule,60f142450a612caf,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4623799324035645,4,0,sa_only,64
correct,5ee5caee1a928f5c,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4623937606811523,4,0,sa_only,64
none,5ee5caee1a928f5c,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4625911712646484,4,0,sa_only,64
shuffled,5ee5caee1a928f5c,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4623937606811523,4,0,sa_only,64
wrong_rule,5ee5caee1a928f5c,multiply_a,4,2,5,0,11,unseen_parameter,0,-1.4623708724975586,4,0,sa_only,64
correct,d57ff074c4f2dbf8,affine,4,2,5,1;4,11,unseen_parameter,1,-0.6406278610229492,5,0,sa_only,64
none,d57ff074c4f2dbf8,affine,4,2,5,1;4,11,unseen_parameter,1,-0.6495990753173828,5,0,sa_only,64
shuffled,d57ff074c4f2dbf8,affine,4,2,5,1;4,11,unseen_parameter,1,-0.6446876525878906,5,0,sa_only,64
wrong_rule,d57ff074c4f2dbf8,affine,4,2,5,1;4,11,unseen_parameter,1,-0.640080451965332,5,0,sa_only,64
correct,66a18f8b60a2026c,affine,4,2,5,1;4,11,unseen_parameter,0,-1.426769733428955,5,0,sa_only,64
none,66a18f8b60a2026c,affine,4,2,5,1;4,11,unseen_parameter,0,-1.4068632125854492,5,0,sa_only,64
shuffled,66a18f8b60a2026c,affine,4,2,5,1;4,11,unseen_parameter,0,-1.4257173538208008,5,0,sa_only,64
wrong_rule,66a18f8b60a2026c,affine,4,2,5,1;4,11,unseen_parameter,0,-1.4280290603637695,5,0,sa_only,64
correct,abe464273e1da889,affine,4,2,5,1;4,11,unseen_parameter,4,-0.06695365905761719,2,0,sa_only,64
none,abe464273e1da889,affine,4,2,5,1;4,11,unseen_parameter,4,-0.06569862365722656,2,0,sa_only,64
shuffled,abe464273e1da889,affine,4,2,5,1;4,11,unseen_parameter,4,-0.06710529327392578,2,0,sa_only,64
wrong_rule,abe464273e1da889,affine,4,2,5,1;4,11,unseen_parameter,4,-0.06731796264648438,2,0,sa_only,64
correct,cb6918d0ac72becc,affine,4,2,5,1;4,11,unseen_parameter,3,-1.7721490859985352,5,0,sa_only,64
none,cb6918d0ac72becc,affine,4,2,5,1;4,11,unseen_parameter,3,-1.7718548774719238,5,0,sa_only,64
shuffled,cb6918d0ac72becc,affine,4,2,5,1;4,11,unseen_parameter,3,-1.7719964981079102,5,0,sa_only,64
wrong_rule,cb6918d0ac72becc,affine,4,2,5,1;4,11,unseen_parameter,3,-1.7721238136291504,5,0,sa_only,64
correct,2a8c19ed47c39cd5,affine,4,2,5,1;1,11,unseen_parameter,2,-0.37206459045410156,4,0,sa_only,64
none,2a8c19ed47c39cd5,affine,4,2,5,1;1,11,unseen_parameter,2,-0.37981414794921875,4,0,sa_only,64
shuffled,2a8c19ed47c39cd5,affine,4,2,5,1;1,11,unseen_parameter,2,-0.37157344818115234,4,0,sa_only,64
wrong_rule,2a8c19ed47c39cd5,affine,4,2,5,1;1,11,unseen_parameter,2,-0.3697500228881836,4,0,sa_only,64
correct,1acb3b32e135783a,affine,4,2,5,1;1,11,unseen_parameter,4,0.4436922073364258,1,1,sa_only,64
none,1acb3b32e135783a,affine,4,2,5,1;1,11,unseen_parameter,4,0.44965076446533203,1,1,sa_only,64
shuffled,1acb3b32e135783a,affine,4,2,5,1;1,11,unseen_parameter,4,0.4436502456665039,1,1,sa_only,64
wrong_rule,1acb3b32e135783a,affine,4,2,5,1;1,11,unseen_parameter,4,0.4438047409057617,1,1,sa_only,64
correct,ab425a880046631e,affine,4,2,5,1;1,11,unseen_parameter,3,-0.14867448806762695,2,0,sa_only,64
none,ab425a880046631e,affine,4,2,5,1;1,11,unseen_parameter,3,-0.08790874481201172,2,0,sa_only,64
shuffled,ab425a880046631e,affine,4,2,5,1;1,11,unseen_parameter,3,-0.13572454452514648,2,0,sa_only,64
wrong_rule,ab425a880046631e,affine,4,2,5,1;1,11,unseen_parameter,3,-0.1470332145690918,2,0,sa_only,64
correct,f9eeed05c0d5364e,affine,4,2,5,1;1,11,unseen_parameter,1,-0.7422828674316406,5,0,sa_only,64
none,f9eeed05c0d5364e,affine,4,2,5,1;1,11,unseen_parameter,1,-0.7418737411499023,5,0,sa_only,64
shuffled,f9eeed05c0d5364e,affine,4,2,5,1;1,11,unseen_parameter,1,-0.7421293258666992,5,0,sa_only,64
wrong_rule,f9eeed05c0d5364e,affine,4,2,5,1;1,11,unseen_parameter,1,-0.7422456741333008,5,0,sa_only,64
correct,a575353a983f3409,affine,4,2,5,4;1,11,unseen_parameter,1,-0.7428922653198242,5,0,sa_only,64
none,a575353a983f3409,affine,4,2,5,4;1,11,unseen_parameter,1,-0.7418737411499023,5,0,sa_only,64
shuffled,a575353a983f3409,affine,4,2,5,4;1,11,unseen_parameter,1,-0.7492742538452148,5,0,sa_only,64
wrong_rule,a575353a983f3409,affine,4,2,5,4;1,11,unseen_parameter,1,-0.7427864074707031,5,0,sa_only,64
correct,629ee1ef003e4abb,affine,4,2,5,4;1,11,unseen_parameter,4,0.21861982345581055,1,1,sa_only,64
none,629ee1ef003e4abb,affine,4,2,5,4;1,11,unseen_parameter,4,0.08790874481201172,1,1,sa_only,64
shuffled,629ee1ef003e4abb,affine,4,2,5,4;1,11,unseen_parameter,4,0.21125125885009766,1,1,sa_only,64
wrong_rule,629ee1ef003e4abb,affine,4,2,5,4;1,11,unseen_parameter,4,0.21721696853637695,1,1,sa_only,64
correct,aca9d56d2c80cf78,affine,4,2,5,4;1,11,unseen_parameter,2,-0.9186878204345703,2,0,sa_only,64
none,aca9d56d2c80cf78,affine,4,2,5,4;1,11,unseen_parameter,2,-0.9188385009765625,2,0,sa_only,64
shuffled,aca9d56d2c80cf78,affine,4,2,5,4;1,11,unseen_parameter,2,-0.9201126098632812,2,0,sa_only,64
wrong_rule,aca9d56d2c80cf78,affine,4,2,5,4;1,11,unseen_parameter,2,-0.9201145172119141,2,0,sa_only,64
correct,b29ef2cfbbdfab9e,affine,4,2,5,4;1,11,unseen_parameter,0,-1.4279556274414062,5,0,sa_only,64
none,b29ef2cfbbdfab9e,affine,4,2,5,4;1,11,unseen_parameter,0,-1.4068632125854492,5,0,sa_only,64
shuffled,b29ef2cfbbdfab9e,affine,4,2,5,4;1,11,unseen_parameter,0,-1.4277238845825195,5,0,sa_only,64
wrong_rule,b29ef2cfbbdfab9e,affine,4,2,5,4;1,11,unseen_parameter,0,-1.4261550903320312,5,0,sa_only,64
correct,ce6b93e9475463e6,affine,4,2,5,3;1,11,unseen_parameter,0,-1.1615848541259766,4,0,sa_only,64
none,ce6b93e9475463e6,affine,4,2,5,3;1,11,unseen_parameter,0,-1.164362907409668,4,0,sa_only,64
shuffled,ce6b93e9475463e6,affine,4,2,5,3;1,11,unseen_parameter,0,-1.1616392135620117,4,0,sa_only,64
wrong_rule,ce6b93e9475463e6,affine,4,2,5,3;1,11,unseen_parameter,0,-1.161513328552246,4,0,sa_only,64
correct,0a0c98b88f90b032,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7733583450317383,5,0,sa_only,64
none,0a0c98b88f90b032,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7718548774719238,5,0,sa_only,64
shuffled,0a0c98b88f90b032,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7721757888793945,5,0,sa_only,64
wrong_rule,0a0c98b88f90b032,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7719883918762207,5,0,sa_only,64
correct,6a6ac9f6fb3f47c9,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7720270156860352,5,0,sa_only,64
none,6a6ac9f6fb3f47c9,affine,4,2,5,3;1,11,unseen_parameter,3,-1.7718548774719238,5,0,sa_only,64
shuffled,6a6ac9f6fb3f47c9,affine,4,2,5,3;1,11,unseen_parameter,3,-1.773353099822998,5,0,sa_only,64
wrong_rule,6a6ac9f6fb3f47c9,affine,4,2,5,3;1,11,unseen_parameter,3,-1.771988868713379,5,0,sa_only,64
correct,6ddb766b702adcc4,affine,4,2,5,3;1,11,unseen_parameter,4,0.23763465881347656,1,1,sa_only,64
none,6ddb766b702adcc4,affine,4,2,5,3;1,11,unseen_parameter,4,0.20267486572265625,1,1,sa_only,64
shuffled,6ddb766b702adcc4,affine,4,2,5,3;1,11,unseen_parameter,4,0.2381124496459961,1,1,sa_only,64
wrong_rule,6ddb766b702adcc4,affine,4,2,5,3;1,11,unseen_parameter,4,0.2370290756225586,1,1,sa_only,64
correct,824780085bd2b09d,affine,4,2,5,4;0,11,unseen_parameter,1,-1.1541080474853516,3,0,sa_only,64
none,824780085bd2b09d,affine,4,2,5,4;0,11,unseen_parameter,1,-1.1544685363769531,3,0,sa_only,64
shuffled,824780085bd2b09d,affine,4,2,5,4;0,11,unseen_parameter,1,-1.153970718383789,3,0,sa_only,64
wrong_rule,824780085bd2b09d,affine,4,2,5,4;0,11,unseen_parameter,1,-1.154170036315918,3,0,sa_only,64
correct,181aaf28fe67c1fc,affine,4,2,5,4;0,11,unseen_parameter,0,0.0662679672241211,1,1,sa_only,64
none,181aaf28fe67c1fc,affine,4,2,5,4;0,11,unseen_parameter,0,0.06569862365722656,1,1,sa_only,64
shuffled,181aaf28fe67c1fc,affine,4,2,5,4;0,11,unseen_parameter,0,0.07293701171875,1,1,sa_only,64
wrong_rule,181aaf28fe67c1fc,affine,4,2,5,4;0,11,unseen_parameter,0,0.06605243682861328,1,1,sa_only,64
correct,77270847810facba,affine,4,2,5,4;0,11,unseen_parameter,1,-1.153977394104004,3,0,sa_only,64
none,77270847810facba,affine,4,2,5,4;0,11,unseen_parameter,1,-1.1544685363769531,3,0,sa_only,64
shuffled,77270847810facba,affine,4,2,5,4;0,11,unseen_parameter,1,-1.1541805267333984,3,0,sa_only,64
wrong_rule,77270847810facba,affine,4,2,5,4;0,11,unseen_parameter,1,-1.1542329788208008,3,0,sa_only,64
correct,93e30b88fa429838,affine,4,2,5,4;0,11,unseen_parameter,2,-1.143752098083496,3,0,sa_only,64
none,93e30b88fa429838,affine,4,2,5,4;0,11,unseen_parameter,2,-1.141758918762207,3,0,sa_only,64
shuffled,93e30b88fa429838,affine,4,2,5,4;0,11,unseen_parameter,2,-1.1437625885009766,3,0,sa_only,64
wrong_rule,93e30b88fa429838,affine,4,2,5,4;0,11,unseen_parameter,2,-1.1437692642211914,3,0,sa_only,64
correct,7c4cabe6152c27a9,affine,4,2,5,2;2,11,unseen_parameter,0,-1.4621801376342773,4,0,sa_only,64
none,7c4cabe6152c27a9,affine,4,2,5,2;2,11,unseen_parameter,0,-1.4625911712646484,4,0,sa_only,64
shuffled,7c4cabe6152c27a9,affine,4,2,5,2;2,11,unseen_parameter,0,-1.4623785018920898,4,0,sa_only,64
wrong_rule,7c4cabe6152c27a9,affine,4,2,5,2;2,11,unseen_parameter,0,-1.4622201919555664,4,0,sa_only,64
correct,c458ddece1023e37,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3057761192321777,5,0,sa_only,64
none,c458ddece1023e37,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3084592819213867,5,0,sa_only,64
shuffled,c458ddece1023e37,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3057703971862793,5,0,sa_only,64
wrong_rule,c458ddece1023e37,affine,4,2,5,2;2,11,unseen_parameter,3,-1.305781364440918,5,0,sa_only,64
correct,63099448cb119aed,affine,4,2,5,2;2,11,unseen_parameter,2,-0.5390529632568359,4,0,sa_only,64
none,63099448cb119aed,affine,4,2,5,2;2,11,unseen_parameter,2,-0.5383510589599609,4,0,sa_only,64
shuffled,63099448cb119aed,affine,4,2,5,2;2,11,unseen_parameter,2,-0.539393424987793,4,0,sa_only,64
wrong_rule,63099448cb119aed,affine,4,2,5,2;2,11,unseen_parameter,2,-0.5398292541503906,4,0,sa_only,64
correct,729164d150d85624,affine,4,2,5,2;2,11,unseen_parameter,3,-1.305713176727295,5,0,sa_only,64
none,729164d150d85624,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3084592819213867,5,0,sa_only,64
shuffled,729164d150d85624,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3056964874267578,5,0,sa_only,64
wrong_rule,729164d150d85624,affine,4,2,5,2;2,11,unseen_parameter,3,-1.3057494163513184,5,0,sa_only,64
correct,03d801c27f12708a,add_n,4,2,7,1,11,unseen_parameter,6,-2.0306224822998047,6,0,sa_only,64
none,03d801c27f12708a,add_n,4,2,7,1,11,unseen_parameter,6,-1.4717025756835938,6,0,sa_only,64
shuffled,03d801c27f12708a,add_n,4,2,7,1,11,unseen_parameter,6,-0.6226301193237305,5,0,sa_only,64
wrong_rule,03d801c27f12708a,add_n,4,2,7,1,11,unseen_parameter,6,-1.9789505004882812,6,0,sa_only,64
correct,53295701ed66df9f,add_n,4,2,7,1,11,unseen_parameter,6,-2.997494697570801,7,0,sa_only,64
none,53295701ed66df9f,add_n,4,2,7,1,11,unseen_parameter,6,-1.4717025756835938,6,0,sa_only,64
shuffled,53295701ed66df9f,add_n,4,2,7,1,11,unseen_parameter,6,-1.4710321426391602,5,0,sa_only,64
wrong_rule,53295701ed66df9f,add_n,4,2,7,1,11,unseen_parameter,6,-1.9588842391967773,6,0,sa_only,64
correct,36d6e392cea054f9,add_n,4,2,7,1,11,unseen_parameter,4,-2.074273109436035,6,0,sa_only,64
none,36d6e392cea054f9,add_n,4,2,7,1,11,unseen_parameter,4,-0.09696483612060547,2,0,sa_only,64
shuffled,36d6e392cea054f9,add_n,4,2,7,1,11,unseen_parameter,4,-2.0740489959716797,6,0,sa_only,64
wrong_rule,36d6e392cea054f9,add_n,4,2,7,1,11,unseen_parameter,4,-1.9401235580444336,4,0,sa_only,64
correct,50a684ab35fc566c,add_n,4,2,7,1,11,unseen_parameter,3,-1.8262042999267578,5,0,sa_only,64
none,50a684ab35fc566c,add_n,4,2,7,1,11,unseen_parameter,3,-1.2643375396728516,5,0,sa_only,64
shuffled,50a684ab35fc566c,add_n,4,2,7,1,11,unseen_parameter,3,-0.9680824279785156,5,0,sa_only,64
wrong_rule,50a684ab35fc566c,add_n,4,2,7,1,11,unseen_parameter,3,-0.9475107192993164,5,0,sa_only,64
correct,133433f97ab0c7ba,add_n,4,2,7,0,11,unseen_parameter,5,-0.9737396240234375,3,0,sa_only,64
none,133433f97ab0c7ba,add_n,4,2,7,0,11,unseen_parameter,5,0.7221927642822266,1,1,sa_only,64
shuffled,133433f97ab0c7ba,add_n,4,2,7,0,11,unseen_parameter,5,-1.318648338317871,2,0,sa_only,64
wrong_rule,133433f97ab0c7ba,add_n,4,2,7,0,11,unseen_parameter,5,-1.531564712524414,4,0,sa_only,64
correct,47f59f216c2ad7eb,add_n,4,2,7,0,11,unseen_parameter,1,-1.115614891052246,3,0,sa_only,64
none,47f59f216c2ad7eb,add_n,4,2,7,0,11,unseen_parameter,1,-1.1612915992736816,3,0,sa_only,64
shuffled,47f59f216c2ad7eb,add_n,4,2,7,0,11,unseen_parameter,1,-1.0023002624511719,3,0,sa_only,64
wrong_rule,47f59f216c2ad7eb,add_n,4,2,7,0,11,unseen_parameter,1,-1.0023407936096191,3,0,sa_only,64
correct,06eaa0ec588b4b5c,add_n,4,2,7,0,11,unseen_parameter,5,-0.41767215728759766,3,0,sa_only,64
none,06eaa0ec588b4b5c,add_n,4,2,7,0,11,unseen_parameter,5,0.7221927642822266,1,1,sa_only,64
shuffled,06eaa0ec588b4b5c,add_n,4,2,7,0,11,unseen_parameter,5,-0.3737974166870117,3,0,sa_only,64
wrong_rule,06eaa0ec588b4b5c,add_n,4,2,7,0,11,unseen_parameter,5,-0.20803260803222656,3,0,sa_only,64
correct,90248579afa0e8ef,add_n,4,2,7,0,11,unseen_parameter,2,-2.537957191467285,7,0,sa_only,64
none,90248579afa0e8ef,add_n,4,2,7,0,11,unseen_parameter,2,-2.168855667114258,7,0,sa_only,64
shuffled,90248579afa0e8ef,add_n,4,2,7,0,11,unseen_parameter,2,-2.578784942626953,7,0,sa_only,64
wrong_rule,90248579afa0e8ef,add_n,4,2,7,0,11,unseen_parameter,2,-1.9997901916503906,6,0,sa_only,64
correct,5f0e89f1c6871c52,multiply_a,4,2,7,6,11,unseen_parameter,6,-2.6829357147216797,7,0,sa_only,64
none,5f0e89f1c6871c52,multiply_a,4,2,7,6,11,unseen_parameter,6,-2.3152284622192383,10,0,sa_only,64
shuffled,5f0e89f1c6871c52,multiply_a,4,2,7,6,11,unseen_parameter,6,-1.9011039733886719,7,0,sa_only,64
wrong_rule,5f0e89f1c6871c52,multiply_a,4,2,7,6,11,unseen_parameter,6,-2.773838996887207,7,0,sa_only,64
correct,de86d83b403b134a,multiply_a,4,2,7,6,11,unseen_parameter,2,0.24068737030029297,1,1,sa_only,64
none,de86d83b403b134a,multiply_a,4,2,7,6,11,unseen_parameter,2,-0.7221927642822266,2,0,sa_only,64
shuffled,de86d83b403b134a,multiply_a,4,2,7,6,11,unseen_parameter,2,-0.09241390228271484,2,0,sa_only,64
wrong_rule,de86d83b403b134a,multiply_a,4,2,7,6,11,unseen_parameter,2,-0.3003082275390625,3,0,sa_only,64
correct,dc819f5453ebed25,multiply_a,4,2,7,6,11,unseen_parameter,4,-1.9284114837646484,5,0,sa_only,64
none,dc819f5453ebed25,multiply_a,4,2,7,6,11,unseen_parameter,4,-0.09696483612060547,2,0,sa_only,64
shuffled,dc819f5453ebed25,multiply_a,4,2,7,6,11,unseen_parameter,4,-1.7373733520507812,5,0,sa_only,64
wrong_rule,dc819f5453ebed25,multiply_a,4,2,7,6,11,unseen_parameter,4,-1.3022575378417969,4,0,sa_only,64
correct,321d87034ea883b2,multiply_a,4,2,7,6,11,unseen_parameter,5,-0.6040916442871094,3,0,sa_only,64
none,321d87034ea883b2,multiply_a,4,2,7,6,11,unseen_parameter,5,-0.7488784790039062,3,0,sa_only,64
shuffled,321d87034ea883b2,multiply_a,4,2,7,6,11,unseen_parameter,5,-0.6797752380371094,3,0,sa_only,64
wrong_rule,321d87034ea883b2,multiply_a,4,2,7,6,11,unseen_parameter,5,-0.6624860763549805,3,0,sa_only,64
correct,ce9afd41e3085978,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.8218345642089844,5,0,sa_only,64
none,ce9afd41e3085978,multiply_a,4,2,7,0,11,unseen_parameter,0,-2.118990898132324,8,0,sa_only,64
shuffled,ce9afd41e3085978,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.8218345642089844,5,0,sa_only,64
wrong_rule,ce9afd41e3085978,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.749436378479004,6,0,sa_only,64
correct,309f039d90d542bf,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.7421350479125977,6,0,sa_only,64
none,309f039d90d542bf,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.7640929222106934,6,0,sa_only,64
shuffled,309f039d90d542bf,multiply_a,4,2,7,0,11,unseen_parameter,0,-1.7421350479125977,6,0,sa_only,64
wrong_rule,309f039d90d542bf,multiply_a,4,2,7,0,11,unseen_parameter,0,-0.7589435577392578,4,0,sa_only,64
correct,e7fe03615b1c2888,multiply_a,4,2,7,0,11,unseen_parameter,0,-2.433042526245117,6,0,sa_only,64
none,e7fe03615b1c2888,multiply_a,4,2,7,0,11,unseen_parameter,0,-2.118990898132324,8,0,sa_only,64
shuffled,e7fe03615b1c2888,multiply_a,4,2,7,0,11,unseen_parameter,0,-2.433042526245117,6,0,sa_only,64
wrong_rule,e7fe03615b1c2888,multiply_a,4,2,7,0,11,unseen_parameter,0,-2.024961471557617,7,0,sa_only,64
correct,51f3a8f0acc3be4d,multiply_a,4,2,7,0,11,unseen_parameter,0,-0.40958118438720703,2,0,sa_only,64
none,51f3a8f0acc3be4d,multiply_a,4,2,7,0,11,unseen_parameter,0,-0.4170551300048828,2,0,sa_only,64
shuffled,51f3a8f0acc3be4d,multiply_a,4,2,7,0,11,unseen_parameter,0,-0.40958118438720703,2,0,sa_only,64
wrong_rule,51f3a8f0acc3be4d,multiply_a,4,2,7,0,11,unseen_parameter,0,-0.42879772186279297,2,0,sa_only,64
correct,c21012d92972f0a0,affine,4,2,7,0;2,11,unseen_parameter,2,-2.0025367736816406,7,0,sa_only,64
none,c21012d92972f0a0,affine,4,2,7,0;2,11,unseen_parameter,2,-0.7221927642822266,2,0,sa_only,64
shuffled,c21012d92972f0a0,affine,4,2,7,0;2,11,unseen_parameter,2,-2.0025367736816406,7,0,sa_only,64
wrong_rule,c21012d92972f0a0,affine,4,2,7,0;2,11,unseen_parameter,2,-0.3447399139404297,3,0,sa_only,64
correct,af229ed9e6130a62,affine,4,2,7,0;2,11,unseen_parameter,2,-2.0010156631469727,7,0,sa_only,64
none,af229ed9e6130a62,affine,4,2,7,0;2,11,unseen_parameter,2,-0.7221927642822266,2,0,sa_only,64
shuffled,af229ed9e6130a62,affine,4,2,7,0;2,11,unseen_parameter,2,-2.0010156631469727,7,0,sa_only,64
wrong_rule,af229ed9e6130a62,affine,4,2,7,0;2,11,unseen_parameter,2,-0.260650634765625,3,0,sa_only,64
correct,aff2efd8067154af,affine,4,2,7,0;2,11,unseen_parameter,2,-2.824991226196289,6,0,sa_only,64
none,aff2efd8067154af,affine,4,2,7,0;2,11,unseen_parameter,2,-1.333878517150879,7,0,sa_only,64
shuffled,aff2efd8067154af,affine,4,2,7,0;2,11,unseen_parameter,2,-2.824991226196289,6,0,sa_only,64
wrong_rule,aff2efd8067154af,affine,4,2,7,0;2,11,unseen_parameter,2,-1.1434898376464844,2,0,sa_only,64
correct,2205c162fd8f99ff,affine,4,2,7,0;2,11,unseen_parameter,2,-2.1707496643066406,6,0,sa_only,64
none,2205c162fd8f99ff,affine,4,2,7,0;2,11,unseen_parameter,2,-2.168855667114258,7,0,sa_only,64
shuffled,2205c162fd8f99ff,affine,4,2,7,0;2,11,unseen_parameter,2,-2.1707496643066406,6,0,sa_only,64
wrong_rule,2205c162fd8f99ff,affine,4,2,7,0;2,11,unseen_parameter,2,-2.4666433334350586,7,0,sa_only,64
correct,7c47822f8d8bfab6,affine,4,2,7,4;5,11,unseen_parameter,4,-1.182373046875,5,0,sa_only,64
none,7c47822f8d8bfab6,affine,4,2,7,4;5,11,unseen_parameter,4,-0.873723030090332,3,0,sa_only,64
shuffled,7c47822f8d8bfab6,affine,4,2,7,4;5,11,unseen_parameter,4,-2.4476747512817383,7,0,sa_only,64
